datetime,symbol,open,high,low,close,volume
2024-08-20 22:23:00,TAIFEX:TXF1!,22358.0,22358.0,22349.0,22352.0,11.0
2024-08-20 22:24:00,TAIFEX:TXF1!,22349.0,22349.0,22332.0,22334.0,48.0
2024-08-20 22:25:00,TAIFEX:TXF1!,22335.0,22336.0,22324.0,22331.0,95.0
2024-08-20 22:26:00,TAIFEX:TXF1!,22324.0,22331.0,22313.0,22331.0,45.0
2024-08-20 22:27:00,TAIFEX:TXF1!,22332.0,22334.0,22318.0,22321.0,18.0
2024-08-20 22:28:00,TAIFEX:TXF1!,22320.0,22320.0,22308.0,22310.0,28.0
2024-08-20 22:29:00,TAIFEX:TXF1!,22308.0,22326.0,22307.0,22326.0,24.0
2024-08-20 22:30:00,TAIFEX:TXF1!,22319.0,22321.0,22315.0,22320.0,33.0
2024-08-20 22:31:00,TAIFEX:TXF1!,22317.0,22317.0,22308.0,22309.0,13.0
2024-08-20 22:32:00,TAIFEX:TXF1!,22310.0,22321.0,22300.0,22306.0,124.0
2024-08-20 22:33:00,TAIFEX:TXF1!,22306.0,22314.0,22306.0,22314.0,7.0
2024-08-20 22:34:00,TAIFEX:TXF1!,22312.0,22323.0,22312.0,22323.0,16.0
2024-08-20 22:35:00,TAIFEX:TXF1!,22322.0,22323.0,22295.0,22300.0,90.0
2024-08-20 22:36:00,TAIFEX:TXF1!,22300.0,22300.0,22277.0,22277.0,109.0
2024-08-20 22:37:00,TAIFEX:TXF1!,22282.0,22282.0,22270.0,22276.0,33.0
2024-08-20 22:38:00,TAIFEX:TXF1!,22274.0,22275.0,22250.0,22250.0,83.0
2024-08-20 22:39:00,TAIFEX:TXF1!,22252.0,22265.0,22250.0,22253.0,102.0
2024-08-20 22:40:00,TAIFEX:TXF1!,22254.0,22275.0,22254.0,22275.0,36.0
2024-08-20 22:41:00,TAIFEX:TXF1!,22275.0,22277.0,22252.0,22252.0,41.0
2024-08-20 22:42:00,TAIFEX:TXF1!,22251.0,22252.0,22232.0,22232.0,54.0
2024-08-20 22:43:00,TAIFEX:TXF1!,22231.0,22250.0,22230.0,22246.0,52.0
2024-08-20 22:44:00,TAIFEX:TXF1!,22246.0,22252.0,22235.0,22235.0,31.0
2024-08-20 22:45:00,TAIFEX:TXF1!,22241.0,22263.0,22241.0,22263.0,32.0
2024-08-20 22:46:00,TAIFEX:TXF1!,22263.0,22276.0,22263.0,22276.0,36.0
2024-08-20 22:47:00,TAIFEX:TXF1!,22276.0,22284.0,22275.0,22283.0,39.0
2024-08-20 22:48:00,TAIFEX:TXF1!,22283.0,22288.0,22277.0,22285.0,23.0
2024-08-20 22:49:00,TAIFEX:TXF1!,22283.0,22294.0,22283.0,22290.0,47.0
2024-08-20 22:50:00,TAIFEX:TXF1!,22286.0,22289.0,22280.0,22285.0,19.0
2024-08-20 22:51:00,TAIFEX:TXF1!,22285.0,22285.0,22277.0,22277.0,9.0
2024-08-20 22:52:00,TAIFEX:TXF1!,22280.0,22292.0,22280.0,22288.0,8.0
2024-08-20 22:53:00,TAIFEX:TXF1!,22289.0,22296.0,22289.0,22293.0,43.0
2024-08-20 22:54:00,TAIFEX:TXF1!,22296.0,22300.0,22292.0,22296.0,21.0
2024-08-20 22:55:00,TAIFEX:TXF1!,22299.0,22301.0,22290.0,22291.0,31.0
2024-08-20 22:56:00,TAIFEX:TXF1!,22286.0,22286.0,22269.0,22271.0,44.0
2024-08-20 22:57:00,TAIFEX:TXF1!,22274.0,22274.0,22263.0,22270.0,22.0
