datetime,symbol,open,high,low,close,volume
2024-08-21 09:42:00,TAIFEX:TXF1!,22301.0,22305.0,22296.0,22300.0,61.0
2024-08-21 09:43:00,TAIFEX:TXF1!,22298.0,22300.0,22289.0,22292.0,98.0
2024-08-21 09:44:00,TAIFEX:TXF1!,22290.0,22293.0,22273.0,22273.0,210.0
2024-08-21 09:45:00,TAIFEX:TXF1!,22277.0,22291.0,22274.0,22290.0,144.0
2024-08-21 09:46:00,TAIFEX:TXF1!,22288.0,22297.0,22288.0,22294.0,87.0
2024-08-21 09:47:00,TAIFEX:TXF1!,22294.0,22301.0,22285.0,22297.0,94.0
2024-08-21 09:48:00,TAIFEX:TXF1!,22300.0,22304.0,22283.0,22286.0,92.0
2024-08-21 09:49:00,TAIFEX:TXF1!,22286.0,22291.0,22282.0,22288.0,50.0
2024-08-21 09:50:00,TAIFEX:TXF1!,22288.0,22291.0,22280.0,22285.0,81.0
2024-08-21 09:51:00,TAIFEX:TXF1!,22287.0,22301.0,22284.0,22300.0,88.0
2024-08-21 09:52:00,TAIFEX:TXF1!,22298.0,22301.0,22291.0,22298.0,180.0
2024-08-21 09:53:00,TAIFEX:TXF1!,22297.0,22301.0,22280.0,22283.0,106.0
2024-08-21 09:54:00,TAIFEX:TXF1!,22283.0,22291.0,22277.0,22287.0,69.0
2024-08-21 09:55:00,TAIFEX:TXF1!,22285.0,22288.0,22276.0,22283.0,79.0
2024-08-21 09:56:00,TAIFEX:TXF1!,22285.0,22285.0,22270.0,22280.0,132.0
2024-08-21 09:57:00,TAIFEX:TXF1!,22281.0,22287.0,22267.0,22269.0,120.0
2024-08-21 09:58:00,TAIFEX:TXF1!,22268.0,22278.0,22266.0,22267.0,122.0
2024-08-21 09:59:00,TAIFEX:TXF1!,22269.0,22285.0,22267.0,22282.0,74.0
2024-08-21 10:00:00,TAIFEX:TXF1!,22281.0,22281.0,22244.0,22261.0,418.0
2024-08-21 10:01:00,TAIFEX:TXF1!,22260.0,22262.0,22252.0,22256.0,96.0
2024-08-21 10:02:00,TAIFEX:TXF1!,22256.0,22268.0,22253.0,22266.0,87.0
2024-08-21 10:03:00,TAIFEX:TXF1!,22266.0,22266.0,22255.0,22259.0,64.0
2024-08-21 10:04:00,TAIFEX:TXF1!,22257.0,22257.0,22245.0,22245.0,126.0
2024-08-21 10:05:00,TAIFEX:TXF1!,22244.0,22257.0,22238.0,22245.0,121.0
2024-08-21 10:06:00,TAIFEX:TXF1!,22245.0,22254.0,22243.0,22253.0,43.0
2024-08-21 10:07:00,TAIFEX:TXF1!,22254.0,22256.0,22239.0,22239.0,83.0
2024-08-21 10:08:00,TAIFEX:TXF1!,22241.0,22251.0,22241.0,22248.0,86.0
2024-08-21 10:09:00,TAIFEX:TXF1!,22247.0,22252.0,22243.0,22247.0,54.0
2024-08-21 10:10:00,TAIFEX:TXF1!,22245.0,22253.0,22242.0,22245.0,74.0
2024-08-21 10:11:00,TAIFEX:TXF1!,22245.0,22253.0,22243.0,22251.0,74.0
2024-08-21 10:12:00,TAIFEX:TXF1!,22250.0,22252.0,22239.0,22241.0,114.0
2024-08-21 10:13:00,TAIFEX:TXF1!,22239.0,22239.0,22227.0,22235.0,189.0
2024-08-21 10:14:00,TAIFEX:TXF1!,22235.0,22239.0,22225.0,22233.0,120.0
2024-08-21 10:15:00,TAIFEX:TXF1!,22232.0,22236.0,22226.0,22229.0,115.0
2024-08-21 10:16:00,TAIFEX:TXF1!,22229.0,22245.0,22226.0,22245.0,90.0
2024-08-21 10:17:00,TAIFEX:TXF1!,22245.0,22247.0,22239.0,22242.0,102.0
2024-08-21 10:18:00,TAIFEX:TXF1!,22240.0,22246.0,22237.0,22246.0,86.0
2024-08-21 10:19:00,TAIFEX:TXF1!,22246.0,22257.0,22245.0,22253.0,102.0
2024-08-21 10:20:00,TAIFEX:TXF1!,22251.0,22256.0,22249.0,22255.0,52.0
2024-08-21 10:21:00,TAIFEX:TXF1!,22256.0,22263.0,22256.0,22256.0,106.0
2024-08-21 10:22:00,TAIFEX:TXF1!,22258.0,22265.0,22256.0,22257.0,94.0
2024-08-21 10:23:00,TAIFEX:TXF1!,22258.0,22264.0,22256.0,22263.0,55.0
2024-08-21 10:24:00,TAIFEX:TXF1!,22261.0,22265.0,22257.0,22257.0,45.0
2024-08-21 10:25:00,TAIFEX:TXF1!,22258.0,22259.0,22250.0,22252.0,73.0
2024-08-21 10:26:00,TAIFEX:TXF1!,22251.0,22255.0,22243.0,22247.0,119.0
2024-08-21 10:27:00,TAIFEX:TXF1!,22248.0,22249.0,22239.0,22241.0,53.0
2024-08-21 10:28:00,TAIFEX:TXF1!,22242.0,22257.0,22242.0,22256.0,69.0
2024-08-21 10:29:00,TAIFEX:TXF1!,22255.0,22277.0,22255.0,22274.0,171.0
2024-08-21 10:30:00,TAIFEX:TXF1!,22274.0,22277.0,22266.0,22269.0,78.0
2024-08-21 10:31:00,TAIFEX:TXF1!,22269.0,22283.0,22269.0,22279.0,187.0
2024-08-21 10:32:00,TAIFEX:TXF1!,22279.0,22280.0,22271.0,22273.0,47.0
2024-08-21 10:33:00,TAIFEX:TXF1!,22274.0,22276.0,22268.0,22275.0,70.0
2024-08-21 10:34:00,TAIFEX:TXF1!,22277.0,22283.0,22275.0,22281.0,50.0
2024-08-21 10:35:00,TAIFEX:TXF1!,22281.0,22291.0,22281.0,22290.0,215.0
2024-08-21 10:36:00,TAIFEX:TXF1!,22288.0,22289.0,22274.0,22278.0,69.0
2024-08-21 10:37:00,TAIFEX:TXF1!,22279.0,22279.0,22268.0,22274.0,39.0
2024-08-21 10:38:00,TAIFEX:TXF1!,22278.0,22284.0,22272.0,22272.0,61.0
2024-08-21 10:39:00,TAIFEX:TXF1!,22271.0,22272.0,22261.0,22261.0,45.0
2024-08-21 10:40:00,TAIFEX:TXF1!,22261.0,22261.0,22248.0,22250.0,87.0
2024-08-21 10:41:00,TAIFEX:TXF1!,22250.0,22252.0,22245.0,22250.0,89.0
2024-08-21 10:42:00,TAIFEX:TXF1!,22252.0,22255.0,22250.0,22253.0,36.0
2024-08-21 10:43:00,TAIFEX:TXF1!,22255.0,22257.0,22254.0,22257.0,37.0
2024-08-21 10:44:00,TAIFEX:TXF1!,22257.0,22257.0,22249.0,22251.0,60.0
2024-08-21 10:45:00,TAIFEX:TXF1!,22250.0,22256.0,22248.0,22252.0,64.0
